order_id,order_date,ship_date,Category,sub_category,Region,Sales,Profit,Quantity
CA-2015-117611,2015-11-08,2015-11-10,Technology,Accessories,West,371.97,66.9546,3
US-2015-137960,2015-12-18,2015-12-18,Technology,Accessories,East,166.24,24.936,1
CA-2017-122994,2017-02-06,2017-02-09,Furniture,Bookcases,South,359.97,79.1934,3
CA-2016-131065,2016-11-14,2016-11-16,Technology,Accessories,South,499.98,114.9954,2
CA-2016-131065,2016-11-14,2016-11-16,Office Supplies,Paper,South,5.28,2.376,1
CA-2016-131065,2016-11-14,2016-11-16,Office Supplies,Binders,South,8.26,3.8822,2
CA-2017-149146,2017-10-12,2017-10-12,Office Supplies,Paper,South,7.968,2.6892,2
CA-2017-137470,2017-09-17,2017-09-17,Office Supplies,Paper,West,12.96,6.3504,2
CA-2017-105480,2017-12-20,2017-12-26,Office Supplies,Paper,East,6.48,3.1104,1
CA-2017-105480,2017-12-20,2017-12-26,Office Supplies,Binders,East,6.984,2.3571,1
CA-2017-164917,2017-12-02,2017-12-07,Office Supplies,Art,South,47.96,4.1965,5
CA-2015-102036,2015-09-21,2015-09-27,Office Supplies,Storage,West,199.74,47.9376,6
CA-2015-142944,2015-03-06,2015-03-11,Furniture,Furnishings,West,435.26,95.7572,7
CA-2015-142944,2015-03-06,2015-03-11,Technology,Copiers,West,1119.984,377.9946,2
CA-2014-157882,2014-10-03,2014-10-08,Furniture,Tables,West,143.432,3.5858,1
CA-2014-157882,2014-10-03,2014-10-08,Furniture,Chairs,West,122.352,13.7646,3
CA-2014-104283,2014-06-27,2014-07-01,Office Supplies,Storage,South,306.2,0,5
CA-2014-104283,2014-06-27,2014-07-01,Furniture,Tables,South,85.98,22.3548,1
CA-2014-104283,2014-06-27,2014-07-01,Technology,Accessories,South,223.96,53.7504,4
CA-2017-142622,2017-10-30,2017-11-02,Furniture,Chairs,West,97.568,-6.098,2
CA-2017-142622,2017-10-30,2017-11-02,Furniture,Chairs,West,614.272,-23.0352,8
CA-2017-142622,2017-10-30,2017-11-02,Furniture,Bookcases,West,199.98,37.9962,2
CA-2016-132143,2016-09-03,2016-09-05,Office Supplies,Paper,East,48.16,22.1536,7
CA-2015-153108,2015-03-05,2015-03-09,Technology,Phones,Central,23.92,6.6976,2
CA-2015-153108,2015-03-05,2015-03-09,Office Supplies,Appliances,Central,60.69,16.3863,7
CA-2016-112676,2016-05-05,2016-05-08,Office Supplies,Paper,South,14.352,5.2026,3
CA-2017-165687,2017-11-17,2017-11-23,Office Supplies,Appliances,South,35.04,12.264,2
US-2017-112928,2017-06-01,2017-06-05,Office Supplies,Appliances,East,17.48,1.311,5
CA-2017-143343,2017-06-10,2017-06-13,Office Supplies,Art,West,16.4,4.756,5
CA-2017-115154,2017-01-08,2017-01-11,Furniture,Tables,West,892.98,80.3682,2
CA-2015-149342,2015-04-20,2015-04-25,Technology,Phones,South,287.97,77.7519,3
CA-2015-149342,2015-04-20,2015-04-25,Furniture,Furnishings,South,595.38,297.69,6
CA-2015-149342,2015-04-20,2015-04-25,Office Supplies,Paper,South,12.96,6.2208,2
CA-2015-130995,2015-11-01,2015-11-06,Technology,Phones,East,4.95,1.3365,1
CA-2017-127929,2017-12-23,2017-12-27,Furniture,Furnishings,East,181.95,38.2095,3
CA-2015-113145,2015-11-01,2015-11-05,Office Supplies,Paper,East,13.52,6.2192,4
CA-2015-113145,2015-11-01,2015-11-05,Furniture,Furnishings,East,259.7,106.477,5
CA-2015-113145,2015-11-01,2015-11-05,Technology,Phones,East,42.95,1.2885,1
CA-2015-113145,2015-11-01,2015-11-05,Technology,Accessories,East,1399.93,601.9699,7
CA-2015-113145,2015-11-01,2015-11-05,Technology,Phones,East,503.96,125.99,4
CA-2014-162362,2014-11-14,2014-11-18,Office Supplies,Binders,Central,12.72,6.36,3
CA-2014-162362,2014-11-14,2014-11-18,Office Supplies,Binders,Central,11.52,5.6448,4
CA-2016-106558,2016-01-17,2016-01-21,Technology,Accessories,South,316,31.6,4
CA-2017-157931,2017-09-17,2017-09-22,Furniture,Chairs,South,723.92,188.2192,4
CA-2017-157931,2017-09-17,2017-09-22,Office Supplies,Paper,South,106.32,49.9704,3
CA-2016-115574,2016-12-23,2016-12-24,Furniture,Bookcases,Central,141.372,-14.1372,2
CA-2015-160794,2015-08-06,2015-08-08,Office Supplies,Paper,Central,27.216,9.8658,3
CA-2017-116225,2017-11-05,2017-11-09,Technology,Accessories,East,390.75,171.93,5
US-2017-120418,2017-06-11,2017-06-12,Furniture,Chairs,West,280.792,35.099,1
US-2017-120418,2017-06-11,2017-06-12,Office Supplies,Storage,West,68.448,7.7004,4
US-2017-120418,2017-06-11,2017-06-12,Office Supplies,Art,West,88.04,6.603,5
US-2017-120418,2017-06-11,2017-06-12,Office Supplies,Art,West,15.872,1.984,1
US-2017-120418,2017-06-11,2017-06-12,Office Supplies,Storage,West,215.592,-48.5082,3
CA-2017-122035,2017-07-20,2017-07-25,Office Supplies,Labels,Central,14.62,6.8714,2
CA-2017-122035,2017-07-20,2017-07-25,Office Supplies,Appliances,Central,416.32,112.4064,2
CA-2017-122035,2017-07-20,2017-07-25,Office Supplies,Binders,Central,43,20.21,5
CA-2017-122035,2017-07-20,2017-07-25,Furniture,Chairs,Central,182.94,27.441,3
CA-2017-122035,2017-07-20,2017-07-25,Office Supplies,Binders,Central,60.83,30.415,7
CA-2017-122035,2017-07-20,2017-07-25,Technology,Accessories,Central,389.97,132.5898,3
CA-2015-117828,2015-12-23,2015-12-26,Office Supplies,Appliances,South,194.32,56.3528,4
CA-2017-165491,2017-03-20,2017-03-24,Technology,Accessories,West,265.93,63.8232,7
CA-2015-109470,2015-12-31,2016-01-03,Office Supplies,Binders,South,94.74,44.5278,3
CA-2015-109470,2015-12-31,2016-01-03,Office Supplies,Binders,South,60.64,27.8944,4
CA-2015-109470,2015-12-31,2016-01-03,Office Supplies,Binders,South,76.3,38.15,5
CA-2015-109470,2015-12-31,2016-01-03,Office Supplies,Binders,South,364.8,167.808,12
CA-2015-105102,2015-09-15,2015-09-19,Office Supplies,Binders,East,79.872,29.952,3
CA-2015-105102,2015-09-15,2015-09-19,Furniture,Bookcases,East,46.384,1.1596,1
CA-2015-105102,2015-09-15,2015-09-19,Office Supplies,Paper,East,12.96,6.2208,2
CA-2017-138422,2017-09-23,2017-09-26,Office Supplies,Envelopes,West,14.352,5.2026,3
US-2015-147739,2015-12-25,2015-12-29,Furniture,Furnishings,East,547.136,-68.392,4
CA-2016-155187,2016-09-24,2016-09-26,Office Supplies,Storage,West,41.96,2.9372,2
CA-2016-155187,2016-09-24,2016-09-26,Office Supplies,Paper,West,41.7,20.85,5
CA-2017-169285,2017-03-21,2017-03-25,Office Supplies,Paper,Central,277.4,133.152,5
CA-2017-169285,2017-03-21,2017-03-25,Office Supplies,Paper,Central,5.78,2.8322,1
CA-2014-140886,2014-09-30,2014-10-04,Office Supplies,Appliances,South,69.216,11.2476,6
CA-2017-152695,2017-12-10,2017-12-10,Office Supplies,Envelopes,East,10.86,5.1042,3
CA-2017-152695,2017-12-10,2017-12-10,Office Supplies,Appliances,East,426.79,123.7691,7
CA-2014-110639,2014-08-23,2014-08-23,Office Supplies,Paper,East,25.92,12.4416,4
CA-2014-110639,2014-08-23,2014-08-23,Office Supplies,Paper,East,45.92,22.5008,4
CA-2014-121727,2014-08-19,2014-08-24,Office Supplies,Art,East,10.72,1.742,2
CA-2016-137736,2016-11-10,2016-11-15,Office Supplies,Art,South,41.86,10.465,7
US-2014-143231,2014-12-31,2015-01-03,Furniture,Furnishings,East,63.2,23.384,5
US-2014-143231,2014-12-31,2015-01-03,Technology,Accessories,East,113.97,27.3528,3
US-2014-155894,2014-07-26,2014-07-30,Office Supplies,Storage,Central,123.552,-29.3436,3
CA-2016-119025,2016-02-22,2016-02-28,Office Supplies,Appliances,Central,490.32,137.2896,9
CA-2016-159373,2016-03-13,2016-03-18,Office Supplies,Paper,Central,70.08,24.528,5
CA-2016-159373,2016-03-13,2016-03-18,Office Supplies,Binders,Central,1.272,-2.1624,2
CA-2016-159373,2016-03-13,2016-03-18,Furniture,Tables,Central,557.585,0,5
CA-2017-109701,2017-12-02,2017-12-03,Office Supplies,Binders,West,9.024,3.1584,6
CA-2017-109701,2017-12-02,2017-12-03,Office Supplies,Binders,West,69.456,22.5732,2
CA-2017-109701,2017-12-02,2017-12-03,Office Supplies,Paper,West,10.86,5.3214,2
CA-2017-109701,2017-12-02,2017-12-03,Office Supplies,Appliances,West,79.47,22.2516,3
CA-2017-109701,2017-12-02,2017-12-03,Office Supplies,Art,West,10.08,5.04,6
CA-2015-111514,2015-08-31,2015-09-02,Furniture,Bookcases,West,1552.831,200.9546,7
CA-2015-111514,2015-08-31,2015-09-02,Office Supplies,Binders,West,137.24,46.3185,5
CA-2015-111514,2015-08-31,2015-09-02,Technology,Accessories,West,36.51,15.6993,1
CA-2015-111514,2015-08-31,2015-09-02,Technology,Machines,West,239.976,80.9919,3
US-2014-148838,2014-03-17,2014-03-21,Furniture,Tables,East,1579.746,-447.5947,7
US-2014-148838,2014-03-17,2014-03-21,Furniture,Tables,East,1071.576,-553.6476,4
US-2014-148838,2014-03-17,2014-03-21,Furniture,Tables,East,613.908,-122.7816,3
US-2014-148838,2014-03-17,2014-03-21,Office Supplies,Paper,East,34.86,16.3842,7
US-2014-148838,2014-03-17,2014-03-21,Office Supplies,Paper,East,155.04,75.9696,4
CA-2017-136497,2017-04-16,2017-04-20,Office Supplies,Binders,East,13.71,-10.054,5
US-2016-108637,2016-03-13,2016-03-18,Furniture,Furnishings,South,127.88,40.9216,2
US-2016-108637,2016-03-13,2016-03-18,Office Supplies,Appliances,South,160.32,44.8896,2
US-2016-108637,2016-03-13,2016-03-18,Office Supplies,Binders,South,46,20.7,4
CA-2014-102295,2014-11-24,2014-11-26,Furniture,Chairs,West,120.712,-18.1068,1
CA-2017-123659,2017-02-10,2017-02-13,Office Supplies,Paper,East,23.12,11.3288,4
US-2016-129469,2016-09-23,2016-09-27,Furniture,Furnishings,East,532.704,-26.6352,6
US-2016-129469,2016-09-23,2016-09-27,Office Supplies,Art,East,4.912,0.307,2
CA-2017-155152,2017-07-07,2017-07-09,Technology,Accessories,East,252,93.24,4
CA-2016-159940,2016-07-07,2016-07-11,Furniture,Furnishings,Central,60.288,-27.1296,8
CA-2016-159940,2016-07-07,2016-07-11,Office Supplies,Fasteners,Central,2.632,0.8225,1
CA-2016-159940,2016-07-07,2016-07-11,Office Supplies,Paper,Central,23.688,7.6986,9
CA-2016-159940,2016-07-07,2016-07-11,Furniture,Chairs,Central,253.372,-14.4784,2
CA-2017-119669,2017-01-24,2017-01-30,Office Supplies,Fasteners,South,5.67,0.1134,3
US-2014-164616,2014-08-19,2014-08-21,Office Supplies,Binders,East,76.776,-58.8616,4
US-2014-164616,2014-08-19,2014-08-21,Office Supplies,Supplies,East,9.184,1.148,2
CA-2015-148628,2015-12-06,2015-12-11,Office Supplies,Paper,West,32.75,15.065,5
CA-2016-118052,2016-05-06,2016-05-10,Office Supplies,Fasteners,East,7.216,1.7138,2
CA-2016-118052,2016-05-06,2016-05-10,Office Supplies,Paper,East,49.568,15.49,2
CA-2016-118052,2016-05-06,2016-05-10,Furniture,Furnishings,East,54.712,11.6263,7
US-2017-117534,2017-03-25,2017-03-26,Office Supplies,Appliances,West,176.04,45.7704,4
US-2017-117534,2017-03-25,2017-03-26,Office Supplies,Art,West,16.02,4.4856,9
US-2017-117534,2017-03-25,2017-03-26,Office Supplies,Binders,West,185.92,62.748,4
US-2017-117534,2017-03-25,2017-03-26,Technology,Phones,West,211.168,15.8376,4
US-2017-117534,2017-03-25,2017-03-26,Technology,Copiers,West,479.984,59.998,2
CA-2015-145065,2015-12-12,2015-12-15,Office Supplies,Fasteners,West,7.86,3.6156,2
CA-2015-145065,2015-12-12,2015-12-15,Office Supplies,Binders,West,24.448,8.8624,2
US-2015-127040,2015-12-06,2015-12-10,Office Supplies,Paper,East,6.48,3.1104,1
US-2015-127040,2015-12-06,2015-12-10,Office Supplies,Paper,East,41.86,20.5114,7
US-2015-127040,2015-12-06,2015-12-10,Technology,Accessories,East,1619.91,97.1946,9
US-2015-127040,2015-12-06,2015-12-10,Furniture,Furnishings,East,113.92,42.1504,4
CA-2016-128111,2016-03-17,2016-03-23,Office Supplies,Art,East,39.68,10.3168,2
CA-2015-137897,2015-11-14,2015-11-19,Technology,Accessories,East,37.6,2.256,2
CA-2015-137897,2015-11-14,2015-11-19,Technology,Accessories,East,59.9,23.96,2
CA-2015-137897,2015-11-14,2015-11-19,Office Supplies,Paper,East,37,16.65,5
CA-2017-169264,2017-08-14,2017-08-16,Office Supplies,Labels,West,5.76,2.8224,2
CA-2017-169264,2017-08-14,2017-08-16,Office Supplies,Art,West,16.68,4.3368,6
CA-2017-147361,2017-09-09,2017-09-15,Office Supplies,Storage,South,628.81,12.5762,7
CA-2017-147361,2017-09-09,2017-09-15,Office Supplies,Storage,South,56.45,14.677,5
CA-2017-145877,2017-04-01,2017-04-04,Office Supplies,Storage,Central,94.2,23.55,6
CA-2017-145877,2017-04-01,2017-04-04,Office Supplies,Envelopes,Central,28.4,13.348,5
US-2016-110170,2016-09-27,2016-10-03,Furniture,Bookcases,Central,956.6648,-225.0976,7
CA-2017-108574,2017-10-07,2017-10-11,Technology,Accessories,West,1115.91,200.8638,9
CA-2017-108574,2017-10-07,2017-10-11,Technology,Phones,West,128.744,-28.9674,7
CA-2017-108574,2017-10-07,2017-10-11,Technology,Phones,West,79.92,26.973,10
CA-2017-144589,2017-01-20,2017-01-25,Office Supplies,Art,West,24.2,7.986,5
CA-2017-144589,2017-01-20,2017-01-25,Technology,Phones,West,359.976,130.4913,3
CA-2017-155985,2017-03-23,2017-03-25,Furniture,Furnishings,West,211.84,76.2624,8
CA-2014-162684,2014-08-01,2014-08-06,Office Supplies,Fasteners,East,5.68,1.917,2
CA-2015-142041,2015-06-07,2015-06-09,Office Supplies,Binders,West,7.52,2.632,5
CA-2014-151295,2014-11-12,2014-11-16,Office Supplies,Paper,West,11.96,5.8604,2
CA-2014-151295,2014-11-12,2014-11-16,Furniture,Tables,West,629.064,31.4532,3
CA-2016-156300,2016-12-29,2017-01-02,Furniture,Chairs,Central,754.45,60.356,5
CA-2015-146087,2015-07-06,2015-07-11,Furniture,Bookcases,East,301.96,60.392,2
CA-2017-168655,2017-10-12,2017-10-18,Technology,Accessories,West,595,95.2,5
CA-2017-168655,2017-10-12,2017-10-18,Office Supplies,Binders,West,79.872,29.952,3
CA-2016-107202,2016-05-21,2016-05-28,Technology,Machines,West,2396.4,179.73,10
CA-2017-159597,2017-11-09,2017-11-14,Office Supplies,Storage,West,63.56,3.178,2
CA-2017-159597,2017-11-09,2017-11-14,Technology,Accessories,West,99.99,43.9956,1
CA-2016-155551,2016-04-18,2016-04-23,Office Supplies,Storage,Central,230.376,-48.9549,3
CA-2016-155551,2016-04-18,2016-04-23,Office Supplies,Paper,Central,9.664,3.2616,2
US-2017-147669,2017-12-25,2017-12-30,Technology,Accessories,East,158.928,41.7186,7
US-2017-147669,2017-12-25,2017-12-30,Office Supplies,Binders,East,13.023,-10.4184,1
US-2017-147669,2017-12-25,2017-12-30,Furniture,Tables,East,273.06,-104.673,2
US-2017-147669,2017-12-25,2017-12-30,Office Supplies,Fasteners,East,39.312,12.7764,13
CA-2016-169922,2016-06-11,2016-06-17,Office Supplies,Binders,Central,1.344,-2.1504,4
CA-2016-169922,2016-06-11,2016-06-17,Office Supplies,Binders,Central,8.272,-13.6488,4
CA-2016-169922,2016-06-11,2016-06-17,Furniture,Furnishings,Central,12.544,-9.0944,7
CA-2017-100748,2017-05-13,2017-05-20,Office Supplies,Labels,West,58.48,27.4856,8
CA-2017-129805,2017-12-28,2018-01-02,Furniture,Furnishings,West,7.4,3.034,2
CA-2014-148586,2014-03-25,2014-04-01,Furniture,Chairs,East,366.786,65.2064,7
US-2017-112613,2017-05-28,2017-06-01,Technology,Phones,Central,54.368,4.0776,4
CA-2015-154746,2015-11-14,2015-11-17,Office Supplies,Envelopes,South,33.96,16.98,2
CA-2015-154746,2015-11-14,2015-11-17,Office Supplies,Appliances,South,826.11,322.1829,3
CA-2017-140053,2017-07-03,2017-07-10,Furniture,Furnishings,West,545.85,114.6285,9
CA-2014-164210,2014-11-18,2014-11-20,Furniture,Tables,West,145.98,-99.2664,2
CA-2014-164210,2014-11-18,2014-11-20,Office Supplies,Paper,West,35.808,12.5328,4
CA-2017-139948,2017-07-17,2017-07-22,Furniture,Furnishings,South,7.904,2.1736,2
CA-2016-146934,2016-05-22,2016-05-27,Technology,Phones,East,345,86.25,5
CA-2016-146934,2016-05-22,2016-05-27,Furniture,Tables,East,174.286,-19.9184,2
CA-2016-146934,2016-05-22,2016-05-27,Office Supplies,Appliances,East,662.84,172.3384,4
CA-2016-146934,2016-05-22,2016-05-27,Technology,Accessories,East,95.1,30.432,5
CA-2016-146934,2016-05-22,2016-05-27,Office Supplies,Envelopes,East,26.88,12.9024,6
CA-2016-146934,2016-05-22,2016-05-27,Technology,Phones,East,257.98,74.8142,2
CA-2015-100573,2015-09-25,2015-10-01,Office Supplies,Envelopes,West,17.48,8.2156,2
CA-2016-119165,2016-10-31,2016-11-06,Furniture,Chairs,East,492.835,-14.081,5
CA-2015-128027,2015-09-14,2015-09-17,Office Supplies,Storage,South,269.49,5.3898,3
CA-2016-140207,2016-11-05,2016-11-10,Office Supplies,Binders,West,29.12,9.828,5
CA-2017-140949,2017-03-17,2017-03-22,Office Supplies,Labels,East,18.75,9,5
CA-2017-140949,2017-03-17,2017-03-22,Technology,Phones,East,119.7,31.122,6
CA-2017-140949,2017-03-17,2017-03-22,Office Supplies,Binders,East,9.144,3.0861,3
CA-2017-140949,2017-03-17,2017-03-22,Technology,Accessories,East,57.06,18.2592,3
CA-2017-140949,2017-03-17,2017-03-22,Technology,Accessories,East,71.6,13.604,8
CA-2017-140949,2017-03-17,2017-03-22,Office Supplies,Storage,East,107.44,27.9344,8
CA-2017-140949,2017-03-17,2017-03-22,Office Supplies,Labels,East,7.31,3.4357,1
CA-2017-140949,2017-03-17,2017-03-22,Office Supplies,Art,East,59.1,22.458,6
CA-2017-140949,2017-03-17,2017-03-22,Office Supplies,Storage,East,46.53,12.0978,3
CA-2017-138548,2017-08-15,2017-08-21,Office Supplies,Appliances,East,97.84,25.4384,2
CA-2015-142419,2015-07-11,2015-07-13,Office Supplies,Paper,West,29.97,13.4865,3
CA-2015-142419,2015-07-11,2015-07-13,Office Supplies,Binders,West,98.352,34.4232,3
CA-2017-148691,2017-12-03,2017-12-09,Office Supplies,Binders,East,83.92,29.372,5
CA-2017-148691,2017-12-03,2017-12-09,Office Supplies,Binders,East,14.624,5.1184,2
CA-2017-148691,2017-12-03,2017-12-09,Technology,Phones,East,136.99,36.9873,1
CA-2017-148691,2017-12-03,2017-12-09,Office Supplies,Labels,East,3.15,1.512,1
CA-2017-128755,2017-05-04,2017-05-08,Office Supplies,Paper,South,9.11,4.0995,1
CA-2017-128755,2017-05-04,2017-05-08,Office Supplies,Storage,South,571.44,165.7176,4
CA-2017-128755,2017-05-04,2017-05-08,Office Supplies,Paper,South,32.4,15.552,5
CA-2017-128755,2017-05-04,2017-05-08,Office Supplies,Storage,South,16.91,4.5657,1
US-2016-135923,2016-01-22,2016-01-28,Furniture,Furnishings,South,14.272,4.2816,8
US-2016-135923,2016-01-22,2016-01-28,Furniture,Bookcases,South,451.136,-67.6704,4
US-2016-135923,2016-01-22,2016-01-28,Office Supplies,Appliances,South,64.864,6.4864,4
CA-2016-114972,2016-11-03,2016-11-06,Furniture,Chairs,West,217.584,-29.9178,2
CA-2016-114972,2016-11-03,2016-11-06,Technology,Accessories,West,82.95,29.0325,5
CA-2016-114972,2016-11-03,2016-11-06,Office Supplies,Labels,West,87.71,41.2237,7
CA-2016-114972,2016-11-03,2016-11-06,Office Supplies,Appliances,West,1101.48,429.5772,4
CA-2017-102750,2017-09-04,2017-09-08,Furniture,Tables,West,1322.352,-99.1764,3
CA-2014-145212,2014-09-13,2014-09-19,Office Supplies,Art,East,5.46,1.4742,3
CA-2017-141992,2017-06-19,2017-06-25,Office Supplies,Supplies,Central,11.184,0.8388,1
CA-2017-141992,2017-06-19,2017-06-25,Office Supplies,Storage,Central,153.584,-32.6366,2
CA-2017-147956,2017-12-24,2017-12-31,Office Supplies,Storage,West,1003.62,0,6
CA-2017-126067,2017-08-28,2017-09-03,Technology,Phones,West,35.168,11.4296,4
CA-2017-126067,2017-08-28,2017-09-03,Furniture,Tables,West,1137.75,250.305,5
CA-2017-126067,2017-08-28,2017-09-03,Office Supplies,Binders,West,99.68,32.396,5
CA-2017-126067,2017-08-28,2017-09-03,Office Supplies,Art,West,5.56,1.4456,2
CA-2015-104514,2015-01-02,2015-01-04,Office Supplies,Storage,East,85.52,22.2352,2
CA-2015-104514,2015-01-02,2015-01-04,Office Supplies,Art,East,9.84,2.6568,3
CA-2015-104514,2015-01-02,2015-01-04,Office Supplies,Paper,East,20.04,9.6192,3
CA-2015-141040,2015-10-09,2015-10-13,Technology,Phones,East,631.96,303.3408,4
CA-2015-141040,2015-10-09,2015-10-13,Office Supplies,Paper,East,23.92,10.764,4
CA-2014-113579,2014-12-13,2014-12-15,Office Supplies,Paper,West,90.24,41.5104,6
CA-2014-144624,2014-11-19,2014-11-23,Technology,Phones,East,4548.81,1228.1787,7
CA-2016-146206,2016-09-10,2016-09-14,Furniture,Tables,Central,300.93,-34.392,5
CA-2016-146206,2016-09-10,2016-09-14,Technology,Phones,Central,719.96,53.997,5
CA-2014-136644,2014-06-16,2014-06-22,Furniture,Chairs,Central,647.84,32.392,8
CA-2015-122371,2015-09-26,2015-10-01,Office Supplies,Storage,West,64.17,18.6093,3
CA-2015-122371,2015-09-26,2015-10-01,Office Supplies,Envelopes,West,124.46,58.4962,2
CA-2016-126935,2016-05-19,2016-05-24,Office Supplies,Binders,West,9.584,3.3544,1
US-2017-133781,2017-06-22,2017-06-23,Office Supplies,Envelopes,South,37.608,12.6927,3
CA-2017-131618,2017-06-17,2017-06-20,Office Supplies,Paper,Central,12.224,4.4312,2
CA-2017-131618,2017-06-17,2017-06-20,Office Supplies,Binders,Central,2.304,-3.5712,4
CA-2017-131618,2017-06-17,2017-06-20,Office Supplies,Binders,Central,9.36,-16.38,4
CA-2016-149482,2016-11-14,2016-11-19,Office Supplies,Labels,West,7.38,3.4686,2
CA-2014-143917,2014-07-25,2014-07-27,Office Supplies,Storage,West,53.72,15.0416,4
CA-2014-143917,2014-07-25,2014-07-27,Office Supplies,Supplies,West,8187.65,327.506,5
CA-2014-143917,2014-07-25,2014-07-27,Furniture,Furnishings,West,77.92,34.2848,8
CA-2015-120397,2015-07-02,2015-07-02,Office Supplies,Appliances,Central,32.784,-85.2384,4
CA-2017-163902,2017-03-02,2017-03-08,Technology,Phones,West,196.776,14.7582,3
CA-2017-163902,2017-03-02,2017-03-08,Technology,Accessories,West,479.94,52.7934,6
CA-2016-136812,2016-11-18,2016-11-23,Office Supplies,Storage,Central,1117.92,55.896,4
CA-2015-102722,2015-04-18,2015-04-19,Technology,Accessories,South,106.5,41.535,6
CA-2017-155089,2017-12-02,2017-12-06,Office Supplies,Binders,South,45.66,-33.484,5
CA-2016-124506,2016-11-11,2016-11-17,Technology,Accessories,Central,95.968,1.1996,4
CA-2016-124506,2016-11-11,2016-11-17,Furniture,Chairs,Central,47.992,-2.0568,2
CA-2014-106572,2014-09-05,2014-09-10,Office Supplies,Storage,East,264.32,19.824,2
CA-2014-128888,2014-11-15,2014-11-22,Office Supplies,Envelopes,Central,604.656,204.0714,9
CA-2017-123134,2017-05-02,2017-05-07,Furniture,Furnishings,East,129.93,12.993,3
CA-2016-124352,2016-10-15,2016-10-21,Office Supplies,Labels,Central,20.16,9.8784,7
CA-2016-124352,2016-10-15,2016-10-21,Office Supplies,Labels,Central,29.46,14.4354,6
CA-2016-124352,2016-10-15,2016-10-21,Office Supplies,Appliances,Central,868.59,251.8911,3
CA-2016-124352,2016-10-15,2016-10-21,Office Supplies,Paper,Central,12.96,6.2208,2
CA-2016-124352,2016-10-15,2016-10-21,Technology,Phones,Central,5.5,1.375,1
CA-2016-124352,2016-10-15,2016-10-21,Office Supplies,Binders,Central,121.6,55.936,4
CA-2015-124541,2015-04-06,2015-04-10,Office Supplies,Art,Central,42.048,5.256,9
CA-2015-124541,2015-04-06,2015-04-10,Technology,Accessories,Central,25.488,4.4604,2
CA-2015-124541,2015-04-06,2015-04-10,Office Supplies,Binders,Central,6.9,-12.075,3
CA-2015-124541,2015-04-06,2015-04-10,Office Supplies,Binders,Central,9.648,-16.884,6
CA-2015-124541,2015-04-06,2015-04-10,Office Supplies,Paper,Central,7.968,2.8884,2
CA-2014-108707,2014-10-24,2014-10-29,Office Supplies,Paper,South,10.368,3.6288,2
CA-2014-111500,2014-08-17,2014-08-21,Office Supplies,Paper,South,114.2,52.532,5
CA-2014-111500,2014-08-17,2014-08-21,Office Supplies,Binders,South,17.96,8.2616,4
CA-2014-111500,2014-08-17,2014-08-21,Office Supplies,Fasteners,South,12.67,4.5612,7
CA-2014-111500,2014-08-17,2014-08-21,Technology,Accessories,South,339.96,122.3856,4
US-2017-117723,2017-08-15,2017-08-18,Office Supplies,Storage,East,1801.632,-337.806,6
CA-2015-143238,2015-09-06,2015-09-08,Technology,Accessories,West,46.32,18.0648,4
CA-2015-168746,2015-01-27,2015-01-29,Furniture,Chairs,East,181.986,-54.5958,2
CA-2015-168746,2015-01-27,2015-01-29,Technology,Phones,East,431.976,-100.7944,4
CA-2015-168746,2015-01-27,2015-01-29,Technology,Phones,East,155.37,-36.253,1
CA-2015-113404,2015-07-16,2015-07-16,Furniture,Chairs,West,1348.704,-219.1644,6
CA-2015-113404,2015-07-16,2015-07-16,Furniture,Chairs,West,700.152,78.7671,3
CA-2016-144792,2016-04-30,2016-05-04,Furniture,Furnishings,West,111.888,22.3776,7
CA-2014-164385,2014-09-26,2014-10-01,Office Supplies,Appliances,East,143.952,14.3952,3
US-2016-114174,2016-09-08,2016-09-14,Furniture,Bookcases,East,173.94,13.9152,3
US-2016-114174,2016-09-08,2016-09-14,Office Supplies,Labels,East,14.76,6.9372,4
CA-2017-108070,2017-04-16,2017-04-20,Office Supplies,Storage,West,205.92,2.0592,4
CA-2017-108070,2017-04-16,2017-04-20,Furniture,Bookcases,West,102.833,-6.049,1
US-2015-128090,2015-08-16,2015-08-22,Office Supplies,Art,West,2.304,0.2592,1
US-2015-128090,2015-08-16,2015-08-22,Technology,Phones,West,1879.96,211.4955,5
US-2015-128090,2015-08-16,2015-08-22,Office Supplies,Paper,West,313.024,105.6456,8
US-2015-128090,2015-08-16,2015-08-22,Office Supplies,Labels,West,5.04,1.764,2
CA-2017-101042,2017-11-19,2017-11-23,Furniture,Furnishings,South,821.88,213.6888,6
CA-2017-101042,2017-11-19,2017-11-23,Office Supplies,Binders,South,21.96,10.7604,2
CA-2016-155439,2016-09-14,2016-09-18,Office Supplies,Paper,South,25.92,12.4416,4
CA-2016-118626,2016-08-15,2016-08-20,Technology,Phones,South,705.544,70.5544,7
CA-2015-111458,2015-09-26,2015-09-30,Technology,Accessories,East,50,12,2
US-2016-126844,2016-10-08,2016-10-14,Furniture,Furnishings,Central,51.712,-32.32,8
US-2015-112508,2015-03-24,2015-03-30,Office Supplies,Appliances,South,6.992,0.5244,2
CA-2015-147788,2015-05-31,2015-06-04,Furniture,Bookcases,West,1406.86,140.686,7
CA-2015-147788,2015-05-31,2015-06-04,Office Supplies,Labels,West,15.75,7.56,5
CA-2015-147788,2015-05-31,2015-06-04,Office Supplies,Storage,West,323.1,61.389,2
